ANNO;CODICE REGIONE;DENOMINAZIONE REGIONE;CODICE AZIENDA;DENOMINAZIONE AZIENDA;CODICE COMUNE;COMUNE;MASCHI;FEMMINE;TOTALE
2016;010;PIEMONTE             ;201;TO1;001272;TORINO (Circoscrizioni 1, 2, 3, 8, 9, 10)             ;224.662;246.935;471.597
2016;010;PIEMONTE             ;202;TO2;001272;TORINO (Circoscrizioni 4, 5, 6, 7);197.818;217.422;415.240
2016;010;PIEMONTE             ;203;TO3;001002;AIRASCA                                 ;1.917;1.848;3.765
2016;010;PIEMONTE             ;203;TO3;001006;ALMESE                                  ;3.153;3.270;6.423
2016;010;PIEMONTE             ;203;TO3;001008;ALPIGNANO                               ;8.397;8.641;17.038
2016;010;PIEMONTE             ;203;TO3;001011;ANGROGNA                                ;459;427;886
2016;010;PIEMONTE             ;203;TO3;001013;AVIGLIANA                               ;6.077;6.403;12.480
2016;010;PIEMONTE             ;203;TO3;001022;BARDONECCHIA                            ;1.564;1.609;3.173
2016;010;PIEMONTE             ;203;TO3;001024;BEINASCO                                ;8.759;9.358;18.117
2016;010;PIEMONTE             ;203;TO3;001025;BIBIANA                                 ;1.739;1.728;3.467
2016;010;PIEMONTE             ;203;TO3;001026;BOBBIO PELLICE                          ;273;295;568
2016;010;PIEMONTE             ;203;TO3;001032;BORGONE SUSA                            ;1.110;1.097;2.207
2016;010;PIEMONTE             ;203;TO3;001035;BRICHERASIO                             ;2.262;2.368;4.630
2016;010;PIEMONTE             ;203;TO3;001038;BRUINO                                  ;4.303;4.332;8.635
2016;010;PIEMONTE             ;203;TO3;001040;BRUZOLO                                 ;746;779;1.525
2016;010;PIEMONTE             ;203;TO3;001041;BURIASCO                                ;683;712;1.395
2016;010;PIEMONTE             ;203;TO3;001044;BUSSOLENO                               ;2.892;3.145;6.037
2016;010;PIEMONTE             ;203;TO3;001045;BUTTIGLIERA ALTA                        ;3.127;3.259;6.386
2016;010;PIEMONTE             ;203;TO3;001049;CAMPIGLIONE-FENILE                      ;678;682;1.360
2016;010;PIEMONTE             ;203;TO3;001053;CANTALUPA                               ;1.245;1.316;2.561
2016;010;PIEMONTE             ;203;TO3;001055;CAPRIE                                  ;1.039;1.052;2.091
2016;010;PIEMONTE             ;203;TO3;001062;CASELETTE                               ;1.536;1.513;3.049
2016;010;PIEMONTE             ;203;TO3;001070;CAVOUR                                  ;2.718;2.780;5.498
2016;010;PIEMONTE             ;203;TO3;001071;CERCENASCO                              ;871;921;1.792
2016;010;PIEMONTE             ;203;TO3;001074;CESANA TORINESE                         ;518;443;961
2016;010;PIEMONTE             ;203;TO3;001076;CHIANOCCO                               ;812;842;1.654
2016;010;PIEMONTE             ;203;TO3;001080;CHIOMONTE                               ;447;445;892
2016;010;PIEMONTE             ;203;TO3;001081;CHIUSA DI SAN MICHELE                   ;841;826;1.667
2016;010;PIEMONTE             ;203;TO3;001087;CLAVIERE                                ;114;110;224
2016;010;PIEMONTE             ;203;TO3;001089;COAZZE                                  ;1.651;1.551;3.202
2016;010;PIEMONTE             ;203;TO3;001090;COLLEGNO                                ;23.776;25.898;49.674
2016;010;PIEMONTE             ;203;TO3;001093;CONDOVE                                 ;2.268;2.373;4.641
2016;010;PIEMONTE             ;203;TO3;001097;CUMIANA                                 ;3.926;3.944;7.870
2016;010;PIEMONTE             ;203;TO3;001099;DRUENTO                                 ;4.240;4.455;8.695
2016;010;PIEMONTE             ;203;TO3;001100;EXILLES                                 ;136;132;268
2016;010;PIEMONTE             ;203;TO3;001103;FENESTRELLE                             ;275;255;530
2016;010;PIEMONTE             ;203;TO3;001110;FROSSASCO                               ;1.394;1.447;2.841
2016;010;PIEMONTE             ;203;TO3;001111;GARZIGLIANA                             ;277;278;555
2016;010;PIEMONTE             ;203;TO3;001114;GIAGLIONE                               ;295;331;626
2016;010;PIEMONTE             ;203;TO3;001115;GIAVENO                                 ;7.984;8.499;16.483
2016;010;PIEMONTE             ;203;TO3;001116;GIVOLETTO                               ;1.992;1.956;3.948
2016;010;PIEMONTE             ;203;TO3;001117;GRAVERE                                 ;344;349;693
2016;010;PIEMONTE             ;203;TO3;001120;GRUGLIASCO                              ;18.197;19.747;37.944
2016;010;PIEMONTE             ;203;TO3;001122;INVERSO PINASCA                         ;365;356;721
2016;010;PIEMONTE             ;203;TO3;001126;LA CASSA                                ;910;891;1.801
2016;010;PIEMONTE             ;203;TO3;001139;LUSERNA SAN GIOVANNI                    ;3.497;3.822;7.319
2016;010;PIEMONTE             ;203;TO3;001140;LUSERNETTA                              ;255;244;499
2016;010;PIEMONTE             ;203;TO3;001142;MACELLO                                 ;606;595;1.201
2016;010;PIEMONTE             ;203;TO3;001145;MASSELLO                                ;26;27;53
2016;010;PIEMONTE             ;203;TO3;001147;MATTIE                                  ;337;342;679
2016;010;PIEMONTE             ;203;TO3;001149;MEANA DI SUSA                           ;405;408;813
2016;010;PIEMONTE             ;203;TO3;001154;MOMPANTERO                              ;304;348;652
2016;010;PIEMONTE             ;203;TO3;001157;MONCENISIO                              ;15;15;30
2016;010;PIEMONTE             ;203;TO3;001169;NOVALESA                                ;267;263;530
2016;010;PIEMONTE             ;203;TO3;001171;ORBASSANO                               ;11.262;12.004;23.266
2016;010;PIEMONTE             ;203;TO3;001173;OSASCO                                  ;540;586;1.126
2016;010;PIEMONTE             ;203;TO3;001175;OULX                                    ;1.693;1.641;3.334
2016;010;PIEMONTE             ;203;TO3;001184;PEROSA ARGENTINA                        ;1.535;1.699;3.234
2016;010;PIEMONTE             ;203;TO3;001186;PERRERO                                 ;355;308;663
2016;010;PIEMONTE             ;203;TO3;001189;PIANEZZA                                ;7.449;7.793;15.242
2016;010;PIEMONTE             ;203;TO3;001190;PINASCA                                 ;1.455;1.577;3.032
2016;010;PIEMONTE             ;203;TO3;001191;PINEROLO                                ;17.090;18.880;35.970
2016;010;PIEMONTE             ;203;TO3;001194;PIOSSASCO                               ;9.025;9.416;18.441
2016;010;PIEMONTE             ;203;TO3;001195;PISCINA                                 ;1.641;1.731;3.372
2016;010;PIEMONTE             ;203;TO3;001198;POMARETTO                               ;481;517;998
2016;010;PIEMONTE             ;203;TO3;001200;PORTE                                   ;548;517;1.065
2016;010;PIEMONTE             ;203;TO3;001201;PRAGELATO                               ;410;371;781
2016;010;PIEMONTE             ;203;TO3;001202;PRALI                                   ;131;112;243
2016;010;PIEMONTE             ;203;TO3;001204;PRAMOLLO                                ;124;114;238
2016;010;PIEMONTE             ;203;TO3;001205;PRAROSTINO                              ;633;641;1.274
2016;010;PIEMONTE             ;203;TO3;001211;REANO                                   ;877;926;1.803
2016;010;PIEMONTE             ;203;TO3;001214;RIVALTA DI TORINO                       ;9.910;10.145;20.055
2016;010;PIEMONTE             ;203;TO3;001219;RIVOLI                                  ;23.385;25.413;48.798
2016;010;PIEMONTE             ;203;TO3;001222;ROLETTO                                 ;1.015;1.008;2.023
2016;010;PIEMONTE             ;203;TO3;001226;RORA'                                   ;129;108;237
2016;010;PIEMONTE             ;203;TO3;001227;ROURE                                   ;409;431;840
2016;010;PIEMONTE             ;203;TO3;001228;ROSTA                                   ;2.415;2.505;4.920
2016;010;PIEMONTE             ;203;TO3;001229;RUBIANA                                 ;1.186;1.205;2.391
2016;010;PIEMONTE             ;203;TO3;001232;SALBERTRAND                             ;303;288;591
2016;010;PIEMONTE             ;203;TO3;001234;SALZA DI PINEROLO                       ;44;31;75
2016;010;PIEMONTE             ;203;TO3;001239;SAN DIDERO                              ;276;272;548
2016;010;PIEMONTE             ;203;TO3;001241;SANGANO                                 ;1.772;1.966;3.738
2016;010;PIEMONTE             ;203;TO3;001242;SAN GERMANO CHISONE                     ;915;908;1.823
2016;010;PIEMONTE             ;203;TO3;001243;SAN GILLIO                              ;1.543;1.638;3.181
2016;010;PIEMONTE             ;203;TO3;001245;SAN GIORIO DI SUSA                      ;492;523;1.015
2016;010;PIEMONTE             ;203;TO3;001250;SAN PIETRO VAL LEMINA                   ;698;755;1.453
2016;010;PIEMONTE             ;203;TO3;001254;SAN SECONDO DI PINEROLO                 ;1.784;1.828;3.612
2016;010;PIEMONTE             ;203;TO3;001255;SANT'AMBROGIO DI TORINO                 ;2.361;2.374;4.735
2016;010;PIEMONTE             ;203;TO3;001256;SANT'ANTONINO DI SUSA                   ;2.027;2.249;4.276
2016;010;PIEMONTE             ;203;TO3;001258;SAUZE DI CESANA                         ;134;112;246
2016;010;PIEMONTE             ;203;TO3;001259;SAUZE D'OULX                            ;575;513;1.088
2016;010;PIEMONTE             ;203;TO3;001260;SCALENGHE                               ;1.664;1.639;3.303
2016;010;PIEMONTE             ;203;TO3;001263;SESTRIERE                               ;491;438;929
2016;010;PIEMONTE             ;203;TO3;001270;SUSA                                    ;3.054;3.360;6.414
2016;010;PIEMONTE             ;203;TO3;001275;TORRE PELLICE                           ;2.173;2.372;4.545
2016;010;PIEMONTE             ;203;TO3;001276;TRANA                                   ;1.924;1.954;3.878
2016;010;PIEMONTE             ;203;TO3;001281;USSEAUX                                 ;94;88;182
2016;010;PIEMONTE             ;203;TO3;001283;VAIE                                    ;725;722;1.447
2016;010;PIEMONTE             ;203;TO3;001284;VAL DELLA TORRE                         ;1.950;1.903;3.853
2016;010;PIEMONTE             ;203;TO3;001285;VALGIOIE                                ;509;438;947
2016;010;PIEMONTE             ;203;TO3;001291;VENAUS                                  ;439;455;894
2016;010;PIEMONTE             ;203;TO3;001292;VENARIA REALE;16.432;17.602;34.034
2016;010;PIEMONTE             ;203;TO3;001299;VIGONE                                  ;2.548;2.629;5.177
2016;010;PIEMONTE             ;203;TO3;001300;VILLAFRANCA PIEMONTE                    ;2.290;2.393;4.683
2016;010;PIEMONTE             ;203;TO3;001302;VILLARBASSE                             ;1.699;1.812;3.511
2016;010;PIEMONTE             ;203;TO3;001303;VILLAR DORA                             ;1.455;1.466;2.921
2016;010;PIEMONTE             ;203;TO3;001305;VILLAR FOCCHIARDO                       ;995;1.030;2.025
2016;010;PIEMONTE             ;203;TO3;001306;VILLAR PELLICE                          ;567;552;1.119
2016;010;PIEMONTE             ;203;TO3;001307;VILLAR PEROSA                           ;1.993;2.069;4.062
2016;010;PIEMONTE             ;203;TO3;001310;VIRLE PIEMONTE                          ;593;607;1.200
2016;010;PIEMONTE             ;203;TO3;001315;VOLVERA                                 ;4.332;4.403;8.735
2016;010;PIEMONTE             ;204;TO4;001001;AGLIE'                                  ;1.263;1.384;2.647
2016;010;PIEMONTE             ;204;TO4;001003;ALA DI STURA                            ;246;219;465
2016;010;PIEMONTE             ;204;TO4;001004;ALBIANO D'IVREA                         ;832;863;1.695
2016;010;PIEMONTE             ;204;TO4;001005;ALICE SUPERIORE                         ;361;351;712
2016;010;PIEMONTE             ;204;TO4;001007;ALPETTE                                 ;130;125;255
2016;010;PIEMONTE             ;204;TO4;001010;ANDRATE                                 ;263;238;501
2016;010;PIEMONTE             ;204;TO4;001014;AZEGLIO                                 ;639;669;1.308
2016;010;PIEMONTE             ;204;TO4;001015;BAIRO                                   ;384;416;800
2016;010;PIEMONTE             ;204;TO4;001016;BALANGERO                               ;1.534;1.643;3.177
2016;010;PIEMONTE             ;204;TO4;001017;BALDISSERO CANAVESE                     ;257;289;546
2016;010;PIEMONTE             ;204;TO4;001019;BALME                                   ;56;52;108
2016;010;PIEMONTE             ;204;TO4;001020;BANCHETTE                               ;1.527;1.719;3.246
2016;010;PIEMONTE             ;204;TO4;001021;BARBANIA                                ;792;811;1.603
2016;010;PIEMONTE             ;204;TO4;001023;BARONE CANAVESE                         ;293;288;581
2016;010;PIEMONTE             ;204;TO4;001027;BOLLENGO                                ;1.083;1.058;2.141
2016;010;PIEMONTE             ;204;TO4;001028;BORGARO TORINESE                        ;6.623;6.915;13.538
2016;010;PIEMONTE             ;204;TO4;001029;BORGIALLO                               ;293;300;593
2016;010;PIEMONTE             ;204;TO4;001030;BORGOFRANCO D'IVREA                     ;1.790;1.950;3.740
2016;010;PIEMONTE             ;204;TO4;001031;BORGOMASINO                             ;384;411;795
2016;010;PIEMONTE             ;204;TO4;001033;BOSCONERO                               ;1.556;1.600;3.156
2016;010;PIEMONTE             ;204;TO4;001034;BRANDIZZO                               ;4.278;4.429;8.707
2016;010;PIEMONTE             ;204;TO4;001036;BROSSO                                  ;192;217;409
2016;010;PIEMONTE             ;204;TO4;001037;BROZOLO                                 ;236;227;463
2016;010;PIEMONTE             ;204;TO4;001039;BRUSASCO                                ;798;841;1.639
2016;010;PIEMONTE             ;204;TO4;001042;BUROLO                                  ;555;633;1.188
2016;010;PIEMONTE             ;204;TO4;001043;BUSANO                                  ;848;810;1.658
2016;010;PIEMONTE             ;204;TO4;001046;CAFASSE                                 ;1.687;1.738;3.425
2016;010;PIEMONTE             ;204;TO4;001047;CALUSO                                  ;3.593;3.899;7.492
2016;010;PIEMONTE             ;204;TO4;001050;CANDIA CANAVESE                         ;610;652;1.262
2016;010;PIEMONTE             ;204;TO4;001052;CANISCHIO                               ;141;131;272
2016;010;PIEMONTE             ;204;TO4;001054;CANTOIRA                                ;293;270;563
2016;010;PIEMONTE             ;204;TO4;001056;CARAVINO                                ;450;479;929
2016;010;PIEMONTE             ;204;TO4;001057;CAREMA                                  ;385;410;795
2016;010;PIEMONTE             ;204;TO4;001060;CASALBORGONE                            ;941;979;1.920
2016;010;PIEMONTE             ;204;TO4;001061;CASCINETTE D'IVREA                      ;755;790;1.545
2016;010;PIEMONTE             ;204;TO4;001063;CASELLE TORINESE                        ;9.473;9.707;19.180
2016;010;PIEMONTE             ;204;TO4;001064;CASTAGNETO PO                           ;896;905;1.801
2016;010;PIEMONTE             ;204;TO4;001066;CASTELLAMONTE                           ;4.908;5.091;9.999
2016;010;PIEMONTE             ;204;TO4;001067;CASTELNUOVO NIGRA                       ;217;206;423
2016;010;PIEMONTE             ;204;TO4;001068;CASTIGLIONE TORINESE                    ;3.194;3.266;6.460
2016;010;PIEMONTE             ;204;TO4;001069;CAVAGNOLO                               ;1.058;1.121;2.179
2016;010;PIEMONTE             ;204;TO4;001072;CERES                                   ;527;514;1.041
2016;010;PIEMONTE             ;204;TO4;001073;CERESOLE REALE                          ;86;75;161
2016;010;PIEMONTE             ;204;TO4;001075;CHIALAMBERTO                            ;167;181;348
2016;010;PIEMONTE             ;204;TO4;001077;CHIAVERANO                              ;985;1.082;2.067
2016;010;PIEMONTE             ;204;TO4;001079;CHIESANUOVA                             ;121;112;233
2016;010;PIEMONTE             ;204;TO4;001082;CHIVASSO                                ;13.010;13.911;26.921
2016;010;PIEMONTE             ;204;TO4;001083;CICONIO                                 ;198;191;389
2016;010;PIEMONTE             ;204;TO4;001084;CINTANO                                 ;129;126;255
2016;010;PIEMONTE             ;204;TO4;001085;CINZANO                                 ;180;178;358
2016;010;PIEMONTE             ;204;TO4;001086;CIRIE'                                  ;8.982;9.831;18.813
2016;010;PIEMONTE             ;204;TO4;001088;COASSOLO TORINESE                       ;779;748;1.527
2016;010;PIEMONTE             ;204;TO4;001091;COLLERETTO CASTELNUOVO                  ;168;175;343
2016;010;PIEMONTE             ;204;TO4;001092;COLLERETTO GIACOSA                      ;292;280;572
2016;010;PIEMONTE             ;204;TO4;001094;CORIO                                   ;1.598;1.662;3.260
2016;010;PIEMONTE             ;204;TO4;001095;COSSANO CANAVESE                        ;270;242;512
2016;010;PIEMONTE             ;204;TO4;001096;CUCEGLIO                                ;485;505;990
2016;010;PIEMONTE             ;204;TO4;001098;CUORGNE'                                ;4.780;5.009;9.789
2016;010;PIEMONTE             ;204;TO4;001101;FAVRIA                                  ;2.545;2.626;5.171
2016;010;PIEMONTE             ;204;TO4;001102;FELETTO                                 ;1.140;1.187;2.327
2016;010;PIEMONTE             ;204;TO4;001104;FIANO                                   ;1.319;1.379;2.698
2016;010;PIEMONTE             ;204;TO4;001105;FIORANO CANAVESE                        ;398;400;798
2016;010;PIEMONTE             ;204;TO4;001106;FOGLIZZO                                ;1.134;1.209;2.343
2016;010;PIEMONTE             ;204;TO4;001107;FORNO CANAVESE                          ;1.712;1.720;3.432
2016;010;PIEMONTE             ;204;TO4;001108;FRASSINETTO                             ;154;128;282
2016;010;PIEMONTE             ;204;TO4;001109;FRONT                                   ;834;839;1.673
2016;010;PIEMONTE             ;204;TO4;001112;GASSINO TORINESE                        ;4.528;4.942;9.470
2016;010;PIEMONTE             ;204;TO4;001113;GERMAGNANO                              ;601;601;1.202
2016;010;PIEMONTE             ;204;TO4;001118;GROSCAVALLO                             ;104;98;202
2016;010;PIEMONTE             ;204;TO4;001119;GROSSO                                  ;491;535;1.026
2016;010;PIEMONTE             ;204;TO4;001121;INGRIA                                  ;26;21;47
2016;010;PIEMONTE             ;204;TO4;001124;ISSIGLIO                                ;196;202;398
2016;010;PIEMONTE             ;204;TO4;001125;IVREA                                   ;11.180;12.467;23.647
2016;010;PIEMONTE             ;204;TO4;001128;LANZO TORINESE                          ;2.485;2.594;5.079
2016;010;PIEMONTE             ;204;TO4;001129;LAURIANO                                ;721;743;1.464
2016;010;PIEMONTE             ;204;TO4;001130;LEINI                                   ;8.118;8.360;16.478
2016;010;PIEMONTE             ;204;TO4;001131;LEMIE                                   ;100;95;195
2016;010;PIEMONTE             ;204;TO4;001132;LESSOLO                                 ;936;986;1.922
2016;010;PIEMONTE             ;204;TO4;001133;LEVONE                                  ;221;235;456
2016;010;PIEMONTE             ;204;TO4;001134;LOCANA                                  ;705;766;1.471
2016;010;PIEMONTE             ;204;TO4;001135;LOMBARDORE                              ;891;847;1.738
2016;010;PIEMONTE             ;204;TO4;001137;LORANZE'                                ;584;617;1.201
2016;010;PIEMONTE             ;204;TO4;001138;LUGNACCO                                ;174;175;349
2016;010;PIEMONTE             ;204;TO4;001141;LUSIGLIE'                               ;274;274;548
2016;010;PIEMONTE             ;204;TO4;001143;MAGLIONE                                ;206;219;425
2016;010;PIEMONTE             ;204;TO4;001146;MATHI                                   ;1.923;1.972;3.895
2016;010;PIEMONTE             ;204;TO4;001148;MAZZE'                                  ;2.041;2.131;4.172
2016;010;PIEMONTE             ;204;TO4;001150;MERCENASCO                              ;660;629;1.289
2016;010;PIEMONTE             ;204;TO4;001151;MEUGLIANO                               ;48;34;82
2016;010;PIEMONTE             ;204;TO4;001152;MEZZENILE                               ;398;391;789
2016;010;PIEMONTE             ;204;TO4;001155;MONASTERO DI LANZO                      ;183;165;348
2016;010;PIEMONTE             ;204;TO4;001159;MONTALENGHE                             ;470;512;982
2016;010;PIEMONTE             ;204;TO4;001160;MONTALTO DORA                           ;1.726;1.748;3.474
2016;010;PIEMONTE             ;204;TO4;001161;MONTANARO                               ;2.601;2.682;5.283
2016;010;PIEMONTE             ;204;TO4;001162;MONTEU DA PO                            ;469;436;905
2016;010;PIEMONTE             ;204;TO4;001165;NOASCA                                  ;68;62;130
2016;010;PIEMONTE             ;204;TO4;001166;NOLE                                    ;3.320;3.541;6.861
2016;010;PIEMONTE             ;204;TO4;001167;NOMAGLIO                                ;140;141;281
2016;010;PIEMONTE             ;204;TO4;001170;OGLIANICO                               ;754;759;1.513
2016;010;PIEMONTE             ;204;TO4;001172;ORIO CANAVESE                           ;397;392;789
2016;010;PIEMONTE             ;204;TO4;001176;OZEGNA                                  ;602;604;1.206
2016;010;PIEMONTE             ;204;TO4;001177;PALAZZO CANAVESE                        ;417;426;843
2016;010;PIEMONTE             ;204;TO4;001179;PARELLA                                 ;204;234;438
2016;010;PIEMONTE             ;204;TO4;001181;PAVONE CANAVESE                         ;1.889;1.997;3.886
2016;010;PIEMONTE             ;204;TO4;001182;PECCO                                   ;107;117;224
2016;010;PIEMONTE             ;204;TO4;001185;PEROSA CANAVESE                         ;270;269;539
2016;010;PIEMONTE             ;204;TO4;001187;PERTUSIO                                ;372;393;765
2016;010;PIEMONTE             ;204;TO4;001188;PESSINETTO                              ;314;285;599
2016;010;PIEMONTE             ;204;TO4;001196;PIVERONE                                ;666;706;1.372
2016;010;PIEMONTE             ;204;TO4;001199;PONT-CANAVESE                           ;1.604;1.763;3.367
2016;010;PIEMONTE             ;204;TO4;001206;PRASCORSANO                             ;382;371;753
2016;010;PIEMONTE             ;204;TO4;001207;PRATIGLIONE                             ;258;281;539
2016;010;PIEMONTE             ;204;TO4;001208;QUAGLIUZZO                              ;174;161;335
2016;010;PIEMONTE             ;204;TO4;001209;QUASSOLO                                ;160;188;348
2016;010;PIEMONTE             ;204;TO4;001210;QUINCINETTO                             ;506;520;1.026
2016;010;PIEMONTE             ;204;TO4;001212;RIBORDONE                               ;24;24;48
2016;010;PIEMONTE             ;204;TO4;001213;RIVALBA                                 ;607;586;1.193
2016;010;PIEMONTE             ;204;TO4;001216;RIVARA                                  ;1.319;1.325;2.644
2016;010;PIEMONTE             ;204;TO4;001217;RIVAROLO CANAVESE                       ;6.096;6.507;12.603
2016;010;PIEMONTE             ;204;TO4;001218;RIVAROSSA                               ;820;808;1.628
2016;010;PIEMONTE             ;204;TO4;001220;ROBASSOMERO                             ;1.482;1.611;3.093
2016;010;PIEMONTE             ;204;TO4;001221;ROCCA CANAVESE                          ;902;851;1.753
2016;010;PIEMONTE             ;204;TO4;001223;ROMANO CANAVESE                         ;1.345;1.372;2.717
2016;010;PIEMONTE             ;204;TO4;001224;RONCO CANAVESE                          ;157;153;310
2016;010;PIEMONTE             ;204;TO4;001225;RONDISSONE                              ;999;906;1.905
2016;010;PIEMONTE             ;204;TO4;001230;RUEGLIO                                 ;380;393;773
2016;010;PIEMONTE             ;204;TO4;001231;SALASSA                                 ;933;939;1.872
2016;010;PIEMONTE             ;204;TO4;001233;SALERANO CANAVESE                       ;234;256;490
2016;010;PIEMONTE             ;204;TO4;001235;SAMONE                                  ;778;815;1.593
2016;010;PIEMONTE             ;204;TO4;001236;SAN BENIGNO CANAVESE                    ;2.960;3.084;6.044
2016;010;PIEMONTE             ;204;TO4;001237;SAN CARLO CANAVESE                      ;1.940;2.071;4.011
2016;010;PIEMONTE             ;204;TO4;001238;SAN COLOMBANO BELMONTE                  ;188;184;372
2016;010;PIEMONTE             ;204;TO4;001240;SAN FRANCESCO AL CAMPO                  ;2.457;2.506;4.963
2016;010;PIEMONTE             ;204;TO4;001244;SAN GIORGIO CANAVESE                    ;1.268;1.359;2.627
2016;010;PIEMONTE             ;204;TO4;001246;SAN GIUSTO CANAVESE                     ;1.617;1.766;3.383
2016;010;PIEMONTE             ;204;TO4;001247;SAN MARTINO CANAVESE                    ;406;417;823
2016;010;PIEMONTE             ;204;TO4;001248;SAN MAURIZIO CANAVESE                   ;5.075;5.238;10.313
2016;010;PIEMONTE             ;204;TO4;001249;SAN MAURO TORINESE                      ;9.144;9.930;19.074
2016;010;PIEMONTE             ;204;TO4;001251;SAN PONSO                               ;138;130;268
2016;010;PIEMONTE             ;204;TO4;001252;SAN RAFFAELE CIMENA                     ;1.537;1.573;3.110
2016;010;PIEMONTE             ;204;TO4;001253;SAN SEBASTIANO DA PO                    ;970;984;1.954
2016;010;PIEMONTE             ;204;TO4;001261;SCARMAGNO                               ;416;439;855
2016;010;PIEMONTE             ;204;TO4;001262;SCIOLZE                                 ;721;725;1.446
2016;010;PIEMONTE             ;204;TO4;001264;SETTIMO ROTTARO                         ;237;245;482
2016;010;PIEMONTE             ;204;TO4;001265;SETTIMO TORINESE                        ;23.104;24.381;47.485
2016;010;PIEMONTE             ;204;TO4;001266;SETTIMO VITTONE                         ;769;782;1.551
2016;010;PIEMONTE             ;204;TO4;001267;SPARONE                                 ;504;528;1.032
2016;010;PIEMONTE             ;204;TO4;001268;STRAMBINELLO                            ;120;147;267
2016;010;PIEMONTE             ;204;TO4;001269;STRAMBINO                               ;3.011;3.240;6.251
2016;010;PIEMONTE             ;204;TO4;001271;TAVAGNASCO                              ;385;397;782
2016;010;PIEMONTE             ;204;TO4;001273;TORRAZZA PIEMONTE                       ;1.413;1.459;2.872
2016;010;PIEMONTE             ;204;TO4;001274;TORRE CANAVESE                          ;290;315;605
2016;010;PIEMONTE             ;204;TO4;001277;TRAUSELLA                               ;54;64;118
2016;010;PIEMONTE             ;204;TO4;001278;TRAVERSELLA                             ;169;172;341
2016;010;PIEMONTE             ;204;TO4;001279;TRAVES                                  ;260;260;520
2016;010;PIEMONTE             ;204;TO4;001282;USSEGLIO                                ;106;101;207
2016;010;PIEMONTE             ;204;TO4;001286;VALLO TORINESE                          ;388;369;757
2016;010;PIEMONTE             ;204;TO4;001287;VALPERGA                                ;1.482;1.645;3.127
2016;010;PIEMONTE             ;204;TO4;001288;VALPRATO SOANA                          ;53;51;104
2016;010;PIEMONTE             ;204;TO4;001289;VARISELLA                               ;405;411;816
2016;010;PIEMONTE             ;204;TO4;001290;VAUDA CANAVESE                          ;731;730;1.461
2016;010;PIEMONTE             ;204;TO4;001293;VEROLENGO                               ;2.377;2.504;4.881
2016;010;PIEMONTE             ;204;TO4;001294;VERRUA SAVOIA                           ;724;715;1.439
2016;010;PIEMONTE             ;204;TO4;001295;VESTIGNE'                               ;399;409;808
2016;010;PIEMONTE             ;204;TO4;001296;VIALFRE'                                ;123;128;251
2016;010;PIEMONTE             ;204;TO4;001297;VICO CANAVESE                           ;407;436;843
2016;010;PIEMONTE             ;204;TO4;001298;VIDRACCO                                ;252;274;526
2016;010;PIEMONTE             ;204;TO4;001301;VILLANOVA CANAVESE                      ;575;624;1.199
2016;010;PIEMONTE             ;204;TO4;001304;VILLAREGGIA                             ;513;525;1.038
2016;010;PIEMONTE             ;204;TO4;001311;VISCHE                                  ;628;661;1.289
2016;010;PIEMONTE             ;204;TO4;001312;VISTRORIO                               ;254;285;539
2016;010;PIEMONTE             ;204;TO4;001313;VIU'                                    ;530;509;1.039
2016;010;PIEMONTE             ;204;TO4;001314;VOLPIANO                                ;7.569;7.890;15.459
2016;010;PIEMONTE             ;204;TO4;002049;CRESCENTINO                             ;3.883;3.984;7.867
2016;010;PIEMONTE             ;204;TO4;002058;FONTANETTO PO                           ;565;591;1.156
2016;010;PIEMONTE             ;204;TO4;002067;LAMPORO                                 ;269;261;530
2016;010;PIEMONTE             ;204;TO4;002128;SALUGGIA                                ;1.986;2.047;4.033
2016;010;PIEMONTE             ;205;TO5;001009;ANDEZENO                                ;997;1.009;2.006
2016;010;PIEMONTE             ;205;TO5;001012;ARIGNANO                                ;549;518;1.067
2016;010;PIEMONTE             ;205;TO5;001018;BALDISSERO TORINESE                     ;1.857;1.903;3.760
2016;010;PIEMONTE             ;205;TO5;001048;CAMBIANO                                ;2.973;3.113;6.086
2016;010;PIEMONTE             ;205;TO5;001051;CANDIOLO                                ;2.797;2.836;5.633
2016;010;PIEMONTE             ;205;TO5;001058;CARIGNANO                               ;4.609;4.744;9.353
2016;010;PIEMONTE             ;205;TO5;001059;CARMAGNOLA                              ;14.249;14.882;29.131
2016;010;PIEMONTE             ;205;TO5;001065;CASTAGNOLE PIEMONTE                     ;1.111;1.129;2.240
2016;010;PIEMONTE             ;205;TO5;001078;CHIERI                                  ;17.599;19.143;36.742
2016;010;PIEMONTE             ;205;TO5;001123;ISOLABELLA                              ;201;192;393
2016;010;PIEMONTE             ;205;TO5;001127;LA LOGGIA                               ;4.412;4.444;8.856
2016;010;PIEMONTE             ;205;TO5;001136;LOMBRIASCO                              ;550;491;1.041
2016;010;PIEMONTE             ;205;TO5;001144;MARENTINO                               ;701;649;1.350
2016;010;PIEMONTE             ;205;TO5;001153;MOMBELLO DI TORINO                      ;204;200;404
2016;010;PIEMONTE             ;205;TO5;001156;MONCALIERI                              ;27.790;29.740;57.530
2016;010;PIEMONTE             ;205;TO5;001158;MONTALDO TORINESE                       ;368;380;748
2016;010;PIEMONTE             ;205;TO5;001163;MORIONDO TORINESE                       ;422;425;847
2016;010;PIEMONTE             ;205;TO5;001164;NICHELINO                               ;23.254;24.794;48.048
